leading_item_id,following_item_id,lag,p_value,causality_score
ATLDMDBO,DBWLZWNK,3,0.0007536434962022193,0.9992463565037978
ATLDMDBO,DDEXPPXU,7,0.0690801056810202,0.9309198943189798
ATLDMDBO,DEWLVASR,3,0.07340613883711303,0.926593861162887
ATLDMDBO,DJBLNPNC,6,1.2868214019088086e-05,0.9999871317859809
ATLDMDBO,DNMPSKTB,6,0.0011818300509736515,0.9988181699490264
ATLDMDBO,EVBVXETX,6,0.009212550961548258,0.9907874490384517
ATLDMDBO,FCYBOAXC,7,0.05692652167805868,0.9430734783219413
ATLDMDBO,FDXPMYGF,5,0.006681386703402834,0.9933186132965972
ATLDMDBO,FQCLOEXA,6,0.009266913597885148,0.9907330864021149
ATLDMDBO,FRHNWLNI,1,0.06489296481548358,0.9351070351845164
ATLDMDBO,GYHKIVQT,3,0.027347749921277618,0.9726522500787224
ATLDMDBO,HXYSSRXE,5,0.0010834031917477743,0.9989165968082522
ATLDMDBO,IGDVVKUD,2,0.00013855208913025194,0.9998614479108697
ATLDMDBO,JERHKLYW,1,0.04893566080402051,0.9510643391959794
ATLDMDBO,JPBRUTWP,2,0.005510092843026427,0.9944899071569736
ATLDMDBO,LPHPPJUG,4,0.009506008314759095,0.9904939916852409
ATLDMDBO,LRVGFDFM,7,0.017287344725074153,0.9827126552749258
ATLDMDBO,MBSBZBXA,1,0.04885489177186726,0.9511451082281327
ATLDMDBO,OJIFIHMZ,7,0.09371562966722541,0.9062843703327745
ATLDMDBO,OKMBFVKS,1,0.055106872990439884,0.9448931270095601
ATLDMDBO,OXKURKXR,2,0.0017192730939108365,0.9982807269060892
ATLDMDBO,QRKRBYJL,1,2.7283804651606518e-05,0.9999727161953484
ATLDMDBO,QVLMOEYE,3,0.004097745425099048,0.995902254574901
ATLDMDBO,RAWUKQMJ,4,0.0005480288340205787,0.9994519711659794
ATLDMDBO,RCBZUSIM,1,0.0024334712311505744,0.9975665287688494
ATLDMDBO,RJGPVEXX,3,0.05149009094381397,0.948509909056186
ATLDMDBO,ROACSLMG,6,0.006938204328214217,0.9930617956717858
ATLDMDBO,SDWAYPIK,1,0.03443130036677563,0.9655686996332243
ATLDMDBO,SNHYOVBM,4,0.03959651989914329,0.9604034801008567
ATLDMDBO,TGOELCAG,1,0.055198386318002265,0.9448016136819978
ATLDMDBO,UGEQLMXM,2,0.011496313756731198,0.9885036862432688
ATLDMDBO,UIFPPCLR,1,0.01626062389597535,0.9837393761040246
ATLDMDBO,UXSPKBJR,3,0.02643406541326264,0.9735659345867373
ATLDMDBO,VBYCLTYZ,1,0.020788179477423212,0.9792118205225768
ATLDMDBO,VWMBASNE,4,0.08650120428354029,0.9134987957164598
ATLDMDBO,WBLJNPZQ,7,0.05897047888152239,0.9410295211184776
ATLDMDBO,XIFHSOWQ,3,0.08981316650660853,0.9101868334933915
ATLDMDBO,XIIEJNEE,2,0.03028339627182923,0.9697166037281708
ATLDMDBO,XIPPENFQ,7,0.029481755298316974,0.970518244701683
ATLDMDBO,XMKRPGLB,6,0.0726917428947119,0.9273082571052881
ATLDMDBO,XUOIQPFL,2,0.06802241695798737,0.9319775830420126
ATLDMDBO,YSYHGLQK,6,0.07548969639658637,0.9245103036034137
ATLDMDBO,ZGJXVMNI,1,0.0766492074826253,0.9233507925173747
ATLDMDBO,ZKENOUDA,1,0.0853426355589534,0.9146573644410466
AXULOHBQ,ATLDMDBO,6,0.048943659282147445,0.9510563407178525
AXULOHBQ,BJALXPFS,3,6.796525104714465e-05,0.9999320347489529
AXULOHBQ,BLANHGYY,1,0.04332145925426057,0.9566785407457394
AXULOHBQ,BSRMSVTC,3,1.0935708737524916e-05,0.9999890642912624
AXULOHBQ,BUZIIBYG,2,0.07275617369176296,0.927243826308237
AXULOHBQ,CCLHWFWF,3,0.05996749276177118,0.9400325072382288
AXULOHBQ,DNMPSKTB,4,0.008672593259340713,0.9913274067406593
AXULOHBQ,EVBVXETX,7,0.03977940474574868,0.9602205952542513
AXULOHBQ,FDXPMYGF,2,0.0003005423876704862,0.9996994576123295
AXULOHBQ,FQCLOEXA,1,0.007864050140775184,0.9921359498592248
AXULOHBQ,HXYSSRXE,1,0.09984009095220742,0.9001599090477925
AXULOHBQ,IGDVVKUD,6,0.009880973796232878,0.9901190262037671
AXULOHBQ,JBVHSUWY,4,0.010099825373237637,0.9899001746267624
AXULOHBQ,KEUWZRKO,6,0.0005530563738451424,0.9994469436261548
AXULOHBQ,KJNSOAHR,6,0.010139892400602552,0.9898601075993975
AXULOHBQ,LPHPPJUG,1,0.008639971551800017,0.9913600284482
AXULOHBQ,LUENUFGA,7,0.014354479203604333,0.9856455207963957
AXULOHBQ,MBSBZBXA,6,0.08203028128726716,0.9179697187127328
AXULOHBQ,NZKBIBNU,2,0.07916871559741206,0.9208312844025879
AXULOHBQ,OGAFEHLU,6,0.05528486771141559,0.9447151322885844
AXULOHBQ,OJIFIHMZ,2,0.04354818784673978,0.9564518121532603
AXULOHBQ,PYZMVUWD,6,0.005784334150566069,0.9942156658494339
AXULOHBQ,RJGPVEXX,7,0.03909234019955765,0.9609076598004423
AXULOHBQ,ROACSLMG,5,0.052026663834023705,0.9479733361659763
AXULOHBQ,SAHWCZNH,3,0.016932271335557556,0.9830677286644425
AXULOHBQ,SUOYXCHP,3,0.00146337873994028,0.9985366212600597
AXULOHBQ,TGOELCAG,6,0.06375693598133617,0.9362430640186639
AXULOHBQ,UXSPKBJR,3,0.0173735235080959,0.9826264764919042
AXULOHBQ,VMAQSTJE,6,0.007898094717044871,0.9921019052829552
AXULOHBQ,VUAFAIYJ,3,0.050987466063564545,0.9490125339364355
AXULOHBQ,WBLJNPZQ,2,0.09150011257116947,0.9084998874288306
AXULOHBQ,WPQXWHYO,2,0.04562258145790486,0.9543774185420951
AXULOHBQ,WQMVCOEM,5,0.025739035404836946,0.9742609645951631
AXULOHBQ,XMKRPGLB,2,0.09636256803820994,0.90363743196179
BEZYMBBT,AANGBULD,6,0.010385183962256933,0.989614816037743
BEZYMBBT,AHMDUILJ,1,0.04504911850975861,0.9549508814902414
BEZYMBBT,BTMOEMEP,2,0.0722842022798186,0.9277157977201814
BEZYMBBT,DBWLZWNK,6,0.001337350936302183,0.9986626490636978
BEZYMBBT,ELQGMQWE,6,0.021922817824571065,0.9780771821754289
BEZYMBBT,FITUEHWN,1,0.03213292815029122,0.9678670718497088
BEZYMBBT,HXYSSRXE,6,0.014151622125814273,0.9858483778741858
BEZYMBBT,IGDVVKUD,2,0.045953581880723134,0.9540464181192768
BEZYMBBT,KJNSOAHR,3,0.01930893468282341,0.9806910653171765
BEZYMBBT,LSOIUSXD,6,0.07912895839787011,0.9208710416021298
BEZYMBBT,MBSBZBXA,4,0.022534462489390755,0.9774655375106093
BEZYMBBT,OJIFIHMZ,1,0.02591439296714882,0.9740856070328512
BEZYMBBT,OKMBFVKS,1,0.08994242057025134,0.9100575794297486
BEZYMBBT,OXKURKXR,1,0.021477274912566333,0.9785227250874337
BEZYMBBT,QJQJSWFU,3,0.08277539931842715,0.9172246006815729
BEZYMBBT,QVLMOEYE,5,0.04126771589597236,0.9587322841040277
BEZYMBBT,RAWUKQMJ,2,0.01172455142794845,0.9882754485720515
BEZYMBBT,RCBZUSIM,6,0.05061793259584608,0.9493820674041539
BEZYMBBT,RJGPVEXX,2,0.010181938832696458,0.9898180611673035
BEZYMBBT,STZDBITS,1,0.025838529867090673,0.9741614701329093
BEZYMBBT,TGOELCAG,1,0.09550290161462623,0.9044970983853737
BEZYMBBT,UIFPPCLR,1,0.03723830477819808,0.9627616952218019
BEZYMBBT,VWMBASNE,4,0.05664534500279945,0.9433546549972005
BEZYMBBT,WBLJNPZQ,5,0.03895690129818533,0.9610430987018147
BEZYMBBT,WHPUAOID,1,0.07960777635937664,0.9203922236406233
BEZYMBBT,WPQXWHYO,1,0.07021932321563462,0.9297806767843654
BEZYMBBT,YSYHGLQK,1,0.011907001252135197,0.9880929987478648
BEZYMBBT,ZCELVYQU,1,0.07204568753020134,0.9279543124697986
BJALXPFS,ATLDMDBO,3,0.08781269218533914,0.9121873078146608
BJALXPFS,AXULOHBQ,7,0.05537979222411502,0.944620207775885
BJALXPFS,BSRMSVTC,5,9.048004301964378e-05,0.9999095199569804
BJALXPFS,BTMOEMEP,7,0.01357597939384043,0.9864240206061595
BJALXPFS,BUZIIBYG,1,0.06186627197123992,0.93813372802876
BJALXPFS,DNMPSKTB,5,0.01107692854033812,0.9889230714596619
BJALXPFS,EVBVXETX,6,0.08149989002682818,0.9185001099731718
BJALXPFS,FDXPMYGF,3,0.015191715936557186,0.9848082840634428
BJALXPFS,FITUEHWN,7,0.05078216456757513,0.9492178354324249
BJALXPFS,FWUCPMMW,4,0.09465749733747986,0.9053425026625201
BJALXPFS,IGDVVKUD,3,0.0518641821920049,0.948135817807995
BJALXPFS,JERHKLYW,3,0.0933844335208748,0.9066155664791252
BJALXPFS,KEUWZRKO,5,0.01425877903584995,0.9857412209641501
BJALXPFS,LTOYKIML,5,0.09454361796595456,0.9054563820340454
BJALXPFS,OGAFEHLU,5,0.06166024222280621,0.9383397577771938
BJALXPFS,QJQJSWFU,5,0.05026814913655922,0.9497318508634408
BJALXPFS,QRKRBYJL,5,9.127473979581626e-05,0.9999087252602041
BJALXPFS,QVLMOEYE,2,0.013916913933270518,0.9860830860667295
BJALXPFS,RCBZUSIM,6,0.0989395710593049,0.9010604289406952
BJALXPFS,RJGPVEXX,4,0.06629524681745576,0.9337047531825442
BJALXPFS,SNHYOVBM,6,0.032883112762307286,0.9671168872376927
BJALXPFS,SUOYXCHP,5,0.019262512536346355,0.9807374874636536
BJALXPFS,TGOELCAG,5,0.06581933636902737,0.9341806636309726
BJALXPFS,UGEQLMXM,2,0.07164728270918563,0.9283527172908144
BJALXPFS,UXSPKBJR,5,0.020512530660188856,0.9794874693398111
BJALXPFS,VMAQSTJE,4,0.01990377683113088,0.9800962231688691
BJALXPFS,VUAFAIYJ,4,0.014404046931871918,0.9855959530681281
BJALXPFS,WBLJNPZQ,5,0.020970731348507955,0.9790292686514921
BJALXPFS,WPQXWHYO,1,0.0505857798217144,0.9494142201782856
BJALXPFS,XIIEJNEE,3,0.05928723926804564,0.9407127607319543
BJALXPFS,XMKRPGLB,2,0.09130056820211406,0.9086994317978859
BJALXPFS,ZGJXVMNI,1,0.09432043342585564,0.9056795665741444
BLANHGYY,APQGTRMF,2,0.09746293834211738,0.9025370616578826
BLANHGYY,AXULOHBQ,4,0.007405049250769389,0.9925949507492307
BLANHGYY,BJALXPFS,3,0.0016193978993659713,0.9983806021006341
BLANHGYY,BSRMSVTC,3,1.392643959498252e-10,0.9999999998607356
BLANHGYY,CCLHWFWF,3,0.032795033216064085,0.967204966783936
BLANHGYY,DNMPSKTB,5,0.00018670246027775996,0.9998132975397223
BLANHGYY,EVBVXETX,5,0.006524840754454932,0.9934751592455451
BLANHGYY,FCYBOAXC,4,0.02360928123813117,0.9763907187618688
BLANHGYY,FDXPMYGF,1,7.171645915532394e-08,0.9999999282835409
BLANHGYY,FITUEHWN,5,0.020249329040140297,0.9797506709598597
BLANHGYY,FQCLOEXA,5,0.01133975195154915,0.9886602480484509
BLANHGYY,HCDTGMST,5,0.00981701395164376,0.9901829860483562
BLANHGYY,HXYSSRXE,2,0.01978071348057048,0.9802192865194295
BLANHGYY,IGDVVKUD,6,0.0001074907204128488,0.9998925092795872
BLANHGYY,JBVHSUWY,4,0.05704471018178601,0.942955289818214
BLANHGYY,JERHKLYW,7,0.05008544892720877,0.9499145510727912
BLANHGYY,KEUWZRKO,6,1.1726668042556765e-05,0.9999882733319574
BLANHGYY,KJNSOAHR,1,0.03481142572997401,0.965188574270026
BLANHGYY,LPHPPJUG,1,0.002647372384872007,0.997352627615128
BLANHGYY,LRVGFDFM,5,0.026057388743861522,0.9739426112561385
BLANHGYY,LUENUFGA,7,0.02430086295706549,0.9756991370429345
BLANHGYY,OGAFEHLU,7,3.565871027131575e-05,0.9999643412897287
BLANHGYY,OJIFIHMZ,2,0.0011553650141125265,0.9988446349858875
BLANHGYY,PYZMVUWD,6,0.0009171806565736246,0.9990828193434264
BLANHGYY,QVLMOEYE,5,0.013308289663517768,0.9866917103364823
BLANHGYY,RAWUKQMJ,1,0.02953126466593912,0.9704687353340609
BLANHGYY,RCBZUSIM,1,0.09435572713714972,0.9056442728628503
BLANHGYY,RJGPVEXX,7,0.08256381451416421,0.9174361854858358
BLANHGYY,ROACSLMG,6,0.076675654625965,0.923324345374035
BLANHGYY,SAHWCZNH,6,0.01865534550843319,0.9813446544915668
BLANHGYY,SUOYXCHP,3,0.0003852114790853403,0.9996147885209147
BLANHGYY,TGOELCAG,6,0.009264123839849784,0.9907358761601502
BLANHGYY,UQYUIVVR,1,0.009835300899852415,0.9901646991001476
BLANHGYY,VMAQSTJE,6,8.845511133770977e-06,0.9999911544888662
BLANHGYY,WBLJNPZQ,5,0.00012553946272505484,0.9998744605372749
BLANHGYY,WPQXWHYO,6,0.028824037738245312,0.9711759622617547
BLANHGYY,WQMVCOEM,6,0.014101802276932454,0.9858981977230675
BLANHGYY,XIFHSOWQ,7,0.0027337682732082656,0.9972662317267917
BLANHGYY,XMKRPGLB,1,0.03327359736665444,0.9667264026333455
BLANHGYY,XUOIQPFL,5,0.01123836061247986,0.9887616393875202
BLANHGYY,YSYHGLQK,3,0.09347989167235167,0.9065201083276483
BSRMSVTC,AXULOHBQ,7,0.07789643912305749,0.9221035608769426
BSRMSVTC,BUZIIBYG,1,0.027462186470557932,0.972537813529442
BSRMSVTC,CCLHWFWF,2,0.01181471306705694,0.988185286932943
BSRMSVTC,DNMPSKTB,6,0.03577486977593263,0.9642251302240674
BSRMSVTC,EVBVXETX,1,0.002381203978183348,0.9976187960218167
BSRMSVTC,FCYBOAXC,1,0.04449549922732616,0.9555045007726738
BSRMSVTC,FDXPMYGF,1,0.06271260825256965,0.9372873917474304
BSRMSVTC,FITUEHWN,7,0.000613702209283831,0.9993862977907162
BSRMSVTC,FQCLOEXA,3,0.0869125998902319,0.9130874001097681
BSRMSVTC,HCDTGMST,2,0.006344694823212639,0.9936553051767874
BSRMSVTC,HXYSSRXE,2,0.09354243257747452,0.9064575674225255
BSRMSVTC,JBVHSUWY,1,0.008200938423935687,0.9917990615760643
BSRMSVTC,JPBRUTWP,4,0.01950529322086881,0.9804947067791312
BSRMSVTC,KEUWZRKO,3,5.1814641021823935e-05,0.9999481853589782
BSRMSVTC,KJNSOAHR,5,0.09492214755369237,0.9050778524463077
BSRMSVTC,LSOIUSXD,5,0.019933190982798044,0.980066809017202
BSRMSVTC,LUENUFGA,5,0.0007825143433478966,0.9992174856566521
BSRMSVTC,NZKBIBNU,1,0.05984806168661323,0.9401519383133867
BSRMSVTC,OGAFEHLU,3,6.952527731360768e-06,0.9999930474722687
BSRMSVTC,OKMBFVKS,2,0.033690891392015775,0.9663091086079842
BSRMSVTC,PYZMVUWD,7,0.0008668162842373068,0.9991331837157627
BSRMSVTC,QJQJSWFU,1,0.03704477503014598,0.962955224969854
BSRMSVTC,RJGPVEXX,1,0.012693564711337285,0.9873064352886627
BSRMSVTC,ROACSLMG,5,0.0011689736365753834,0.9988310263634246
BSRMSVTC,SAHWCZNH,7,0.006693845906762333,0.9933061540932376
BSRMSVTC,TGOELCAG,2,0.005019797432350814,0.9949802025676492
BSRMSVTC,VMAQSTJE,2,8.649515406448867e-06,0.9999913504845935
BSRMSVTC,VUAFAIYJ,1,0.058831750424533584,0.9411682495754664
BSRMSVTC,VWMBASNE,7,0.00030236595989164715,0.9996976340401084
BSRMSVTC,WBLJNPZQ,4,0.09641804162184205,0.9035819583781579
BSRMSVTC,WPQXWHYO,3,0.0052371651378512775,0.9947628348621487
BSRMSVTC,XIFHSOWQ,6,1.1585544529232652e-07,0.9999998841445548
BSRMSVTC,XUOIQPFL,2,0.006659008625807812,0.9933409913741922
BSRMSVTC,YSYHGLQK,1,0.09379992151708792,0.9062000784829121
BTMOEMEP,APQGTRMF,1,0.04177300514471918,0.9582269948552808
BTMOEMEP,AXULOHBQ,3,0.012783518173519534,0.9872164818264805
BTMOEMEP,BEZYMBBT,1,0.05017018030800725,0.9498298196919928
BTMOEMEP,BLANHGYY,3,0.0018909932322994432,0.9981090067677005
BTMOEMEP,BSRMSVTC,6,0.018895681045023097,0.9811043189549769
BTMOEMEP,DBWLZWNK,2,0.016244889365775905,0.983755110634224
BTMOEMEP,DJBLNPNC,7,0.0013303615548786237,0.9986696384451214
BTMOEMEP,DNMPSKTB,6,0.0018193623198092966,0.9981806376801907
BTMOEMEP,EVBVXETX,5,0.021411570043174098,0.9785884299568259
BTMOEMEP,FDXPMYGF,4,0.0014824605395129407,0.998517539460487
BTMOEMEP,FQCLOEXA,4,0.021970471186708633,0.9780295288132914
BTMOEMEP,FRHNWLNI,1,0.005842833342266479,0.9941571666577336
BTMOEMEP,GYHKIVQT,4,0.008335358890847638,0.9916646411091523
BTMOEMEP,HXYSSRXE,7,0.0018263530218196634,0.9981736469781803
BTMOEMEP,IGDVVKUD,2,0.00010578947619437033,0.9998942105238057
BTMOEMEP,JBVHSUWY,6,0.006885229513067065,0.993114770486933
BTMOEMEP,JERHKLYW,1,0.03961695257229378,0.9603830474277062
BTMOEMEP,JPBRUTWP,4,0.016223917895463933,0.983776082104536
BTMOEMEP,KJNSOAHR,3,0.0030614777857724622,0.9969385222142275
BTMOEMEP,LPHPPJUG,4,0.03713362731159984,0.9628663726884001
BTMOEMEP,LRVGFDFM,7,0.0005842088055146642,0.9994157911944853
BTMOEMEP,LUENUFGA,1,0.0872983985501279,0.9127016014498721
BTMOEMEP,OGAFEHLU,2,0.011359545088272378,0.9886404549117276
BTMOEMEP,OXKURKXR,2,0.019993691947746375,0.9800063080522536
BTMOEMEP,QRKRBYJL,4,0.0031066203796586206,0.9968933796203414
BTMOEMEP,QVLMOEYE,4,0.001556272202775665,0.9984437277972243
BTMOEMEP,RAWUKQMJ,4,0.0013466744614518316,0.9986533255385481
BTMOEMEP,RCBZUSIM,5,0.007849834348780942,0.992150165651219
BTMOEMEP,RJGPVEXX,1,0.01808896469249378,0.9819110353075062
BTMOEMEP,SDWAYPIK,2,0.0469907020085359,0.953009297991464
BTMOEMEP,SUOYXCHP,7,0.0403869053859796,0.9596130946140204
BTMOEMEP,UGEQLMXM,1,0.0020431060861000497,0.9979568939139
BTMOEMEP,UIFPPCLR,1,0.07167070443990389,0.9283292955600961
BTMOEMEP,UXSPKBJR,1,0.006417923838390942,0.9935820761616091
BTMOEMEP,VBYCLTYZ,2,0.08749377119878786,0.9125062288012121
BTMOEMEP,WBLJNPZQ,5,0.028611703140791298,0.9713882968592087
BTMOEMEP,WHPUAOID,2,0.001626043083001149,0.9983739569169988
BTMOEMEP,WQMVCOEM,5,0.007092473548990487,0.9929075264510095
BTMOEMEP,XIIEJNEE,2,0.0005969330560842709,0.9994030669439157
BTMOEMEP,YSYHGLQK,1,0.06650580379914336,0.9334941962008566
BTMOEMEP,ZXERAXWP,5,0.07831995816314616,0.9216800418368538
BUZIIBYG,ATLDMDBO,1,0.07123286387341492,0.9287671361265851
BUZIIBYG,AXULOHBQ,5,0.007162445396856945,0.992837554603143
BUZIIBYG,BJALXPFS,1,0.027340493020730782,0.9726595069792692
BUZIIBYG,BTMOEMEP,4,0.0006326558666970576,0.999367344133303
BUZIIBYG,DBWLZWNK,1,0.027356864628264872,0.9726431353717351
BUZIIBYG,DJBLNPNC,7,0.0038263626659812457,0.9961736373340188
BUZIIBYG,DNMPSKTB,5,0.06422100670899505,0.935778993291005
BUZIIBYG,ELQGMQWE,2,0.04017874910907389,0.9598212508909261
BUZIIBYG,FDXPMYGF,6,0.050673491726676,0.949326508273324
BUZIIBYG,FRHNWLNI,4,0.026523411123307736,0.9734765888766923
BUZIIBYG,FWUCPMMW,3,8.247539277388947e-05,0.9999175246072262
BUZIIBYG,GYHKIVQT,1,0.008929834056034746,0.9910701659439652
BUZIIBYG,HXYSSRXE,7,0.003623411604415126,0.9963765883955849
BUZIIBYG,IGDVVKUD,3,0.057820105459983374,0.9421798945400166
BUZIIBYG,KAGJCHMR,3,0.014756277707424442,0.9852437222925755
BUZIIBYG,KEUWZRKO,4,0.02939969159377738,0.9706003084062226
BUZIIBYG,LTOYKIML,7,0.02759187848382358,0.9724081215161764
